CODIGO;DESCRIPCION;LATITUD;LONGITUD;DIRECION;CP;POBLACION;PROVINCIA;PAIS;CERCANIAS;FEVE;COMUN
51461;COMPAÑÍA DE MARÍA                       ;36.460383 ;-6.201073 ;;;;CÁDIZ;ESPAÑA;SI;NO;
51462;PLAZA DEL CARMEN                        ;36.458082 ;-6.203625 ;;;;CÁDIZ;ESPAÑA;SI;NO;
51463;SANTO ENTIERRO                          ;36.455906 ;-6.209612 ;;;;CÁDIZ;ESPAÑA;SI;NO;
51464;LA ARDILA                               ;36.456230 ;-6.216026 ;;;;CÁDIZ;ESPAÑA;SI;NO;
53004;ROTA (APT)                              ;;;;;ROTA;CÁDIZ;ESPAÑA;NO;NO;
53005;PENA DEL AGUILA (APD-CGD)               ;;;;;ROTA;CÁDIZ;ESPAÑA;NO;NO;
53006;LA BALLENA (APD)                        ;;;;;ROTA;CÁDIZ;ESPAÑA;NO;NO;
53007;CHIPIONA   (APD)                        ;;;;;CHIPIONA;CÁDIZ;ESPAÑA;NO;NO;
53008;LA JARA (APT)                           ;;;;;SANLÚCAR DE BARRAMEDA;CÁDIZ;ESPAÑA;NO;NO;
53009;SANLUCAR DE BARRAMEDA (PLAYA)           ;;;;;SANLÚCAR DE BARRAMEDA;CÁDIZ;ESPAÑA;NO;NO;
5301B;VISTA HERMOSA                           ;;;;;PUERTO DE SANTA MARÍA (EL);;ESPAÑA;NO;NO;
53011;VISTA HERMOSA                           ;;;;;PUERTO DE SANTA MARÍA (EL);CÁDIZ;ESPAÑA;NO;NO;
5302B;FUENTE BRAVIA                           ;;;;;PUERTO DE SANTA MARÍA (EL);;ESPAÑA;NO;NO;
53021;FUENTE BRAVIA                           ;;;;;PUERTO DE SANTA MARÍA (EL);CÁDIZ;ESPAÑA;NO;NO;
54100;VALCHILLON                              ;37.8337860;-4.8346160;;;CÓRDOBA;CÓRDOBA;ESPAÑA;NO;NO;
54101;EL CHAPARRAL                            ;37.7980730;-4.7592390;;;CÓRDOBA;CÓRDOBA;ESPAÑA;NO;NO;
54102;TORRES CABRERA (APT)                    ;37.7795730;-4.6876390;;;CÓRDOBA;CÓRDOBA;ESPAÑA;NO;NO;
54103;FERNAN NUNEZ                            ;37.7011700;-4.6667540;;;FERNÁN-NÚÑEZ;CÓRDOBA;ESPAÑA;NO;NO;
54104;MONTEMAYOR                              ;37.6383720;-4.6562110;;;MONTEMAYOR;CÓRDOBA;ESPAÑA;NO;NO;
54105;MONTILLA                                ;37.5788510;-4.6341120;;;MONTILLA;CÓRDOBA;ESPAÑA;NO;NO;
54106;AGUILAR DE LA FRONTERA                  ;37.5245580;-4.6607240;;;AGUILAR DE LA FRONTERA;CÓRDOBA;ESPAÑA;NO;NO;
54200;CAMPO REAL                              ;37.4703360;-4.6899470;;;PUENTE GENIL;CÓRDOBA;ESPAÑA;NO;NO;
54201;PUENTE GENIL                            ;37.3959710;-4.7529820;;;PUENTE GENIL;CÓRDOBA;ESPAÑA;NO;NO;PTE G
54202;CASARICHE                               ;37.2945590;-4.7643860;;;CASARICHE;SEVILLA;ESPAÑA;NO;NO;
54300;LA RODA DE ANDALUCÍA                    ;37.2092940;-4.7749760;;;RODA DE ANDALUCÍA (LA);SEVILLA;ESPAÑA;NO;NO;
54301;FUENTE DE PIEDRA                        ;37.1353070;-4.7379670;;;FUENTE DE PIEDRA;MÁLAGA;ESPAÑA;NO;NO;
54302;LA RODA DE ANDALUCIA-LA NAVA            ;;;;;RODA DE ANDALUCÍA (LA);MÁLAGA;ESPAÑA;NO;NO;
54400;BOBADILLA                               ;37.0370730;-4.7279420;Plaza de la Estacion, S/N;29540;ANTEQUERA;MÁLAGA;ESPAÑA;NO;NO;ANTEQ
54402;GOBANTES                                ;36.9772730;-4.7364420;;;ANTEQUERA;MÁLAGA;ESPAÑA;NO;NO;
54403;EL CHORRO                               ;36.9073350;-4.7592580;Carretera Ma-5403 - Estacion de Ferrocarril, S/N;29552;ÁLORA;MÁLAGA;ESPAÑA;NO;NO;
54404;LAS MELLIZAS                            ;36.8733060;-4.7194330;Barriada Estacion de las Mellizas, S/N;29593;ÁLORA;MÁLAGA;ESPAÑA;NO;NO;
54405;ÁLORA                                   ;36.819825 ;-4.6994424;Calle Estacion Ferrocarril, 2;29510;ÁLORA;MÁLAGA;ESPAÑA;SI;NO;
54406;PIZARRA                                 ;36.7640611;-4.7116694;Plaza Estacion Ferrocarril, S/N;29569;PIZARRA;MÁLAGA;ESPAÑA;SI;NO;
54407;ALJAIMA                                 ;36.7331166;-4.6644194;Carretera A-7054 - Estacion Ferrocarril, S/N;29580;CÁRTAMA;MÁLAGA;ESPAÑA;SI;NO;
54408;CÁRTAMA                                 ;36.7337555;-4.6082320;Barriada Garcia Agua, S/N;29580;CÁRTAMA;MÁLAGA;ESPAÑA;SI;NO;
54409;LOS REMEDIOS (APD-CGD)                  ;;;;;CÁRTAMA;MÁLAGA;ESPAÑA;NO;NO;
54410;CAMPANILLAS                             ;36.7047333;-4.5456194;Calle Almencino - Estacion Ferrocarril, S/N;29196;MÁLAGA;MÁLAGA;ESPAÑA;SI;NO;
54412;LOS PRADOS                              ;36.6985157;-4.4781625;Calle Camino Prados, S/N;29006;MÁLAGA;MÁLAGA;ESPAÑA;SI;NO;
54413;MÁLAGA MARÍA ZAMBRANO                   ;36.7113388;-4.4313888;Calle Explanada de la Estacion, S/N;29002;MÁLAGA;MÁLAGA;ESPAÑA;SI;NO;
54500;MALAGA M.Z. CERCANIAS                   ;36.7102500;-4.4329010;;;MÁLAGA;MÁLAGA;ESPAÑA;SI;NO;
54501;VICTORIA KENT                           ;36.7011222;-4.4544444;Platero Francisco Vazquez, S/N;29003;MÁLAGA;MÁLAGA;ESPAÑA;SI;NO;
54503;GUADALHORCE (APD)                       ;36.6920138;-4.4838277;Calle Cesar Vallejo - Estacion Ferrocarril, S/N;29004;MÁLAGA;MÁLAGA;ESPAÑA;SI;NO;
54504;AEROPUERTO (ADPD)                       ;36.6843269;-4.4960440;;;MÁLAGA;MÁLAGA;ESPAÑA;SI;NO;
54505;MÁLAGA AEROPUERTO                       ;36.6757   ;-4.48725  ;Avenida Comandante Garcia Morato, S/N;29140;MÁLAGA;MÁLAGA;ESPAÑA;SI;NO;
54506;SAN JULIAN (APD)                        ;36.6625115;-4.4802844;;;MÁLAGA;MÁLAGA;ESPAÑA;SI;NO;
54507;CAMPO D GOLF-CAMPAMENTO (APT)           ;36.6503600;-4.4829310;;;MÁLAGA;MÁLAGA;ESPAÑA;SI;NO;
54508;LA COLINA (APD)                         ;36.6418944;-4.4926472;Urbanizacion la Colina, S/N;29620;TORREMOLINOS;MÁLAGA;ESPAÑA;SI;NO;
54509;TORREMOLINOS                            ;36.6225361;-4.4995805;Plaza de la Nogalera, S/N;29620;TORREMOLINOS;MÁLAGA;ESPAÑA;SI;NO;
54510;EL PINILLO (APD)                        ;36.6098194;-4.5153694;Decanom Juan de Hoyos, S/N;29620;TORREMOLINOS;MÁLAGA;ESPAÑA;SI;NO;
54511;BENALMÁDENA/ARROYO DE LA MIEL           ;36.5990583;-4.5362333;Avenida de la Estacion, 3;29631;BENALMÁDENA;MÁLAGA;ESPAÑA;SI;NO;
54512;TORREMUELLE-BENALMADENA (APT)           ;36.5822333;-4.5671138;Urbanizacion Torremuelle, S/N;29639;BENALMÁDENA;MÁLAGA;ESPAÑA;SI;NO;
54513;CARVAJAL (APT)                          ;36.5701333;-4.593975 ;Calle Sierra de Cazorla, S/N;29640;FUENGIROLA;MÁLAGA;ESPAÑA;SI;NO;
54514;TORREBLANCA (APD)                       ;36.5649222;-4.6067666;Calle Puebla Blanca, S/N;29640;FUENGIROLA;MÁLAGA;ESPAÑA;SI;NO;
54515;LOS BOLICHES (APD)                      ;36.5549140;-4.6143560;Avenida de los Boliches, S/N;29640;FUENGIROLA;MÁLAGA;ESPAÑA;SI;NO;
54516;FUENGIROLA                              ;36.5429388;-4.6228027;Avenida Jesus Santos Rein, S/N;29640;FUENGIROLA;MÁLAGA;ESPAÑA;SI;NO;
54517;MALAGA CENTRO ALAMEDA                   ;36.7156668;-4.4287461;Avenida Aurora, S/N;29002;MÁLAGA;MÁLAGA;ESPAÑA;SI;NO;
54518;LOS ALAMOS (APD)                        ;36.6450055;-4.4851111;Calle Menton, S/N;29620;TORREMOLINOS;MÁLAGA;ESPAÑA;SI;NO;
54519;MONTEMAR A                              ;36.6138388;-4.5091305;Jacinto Mesa, S/N;29620;TORREMOLINOS;MÁLAGA;ESPAÑA;SI;NO;
54520;PLZA.MAYOR                              ;36.6561722;-4.4803138;Calle Alfonso Ponce de Leon, S/N;29004;MÁLAGA;MÁLAGA;ESPAÑA;SI;NO;
55001;CAMPILLOS                               ;37.0322310;-4.8634990;Carretera Estacion Ferrocarril, S/N;29320;CAMPILLOS;MÁLAGA;ESPAÑA;NO;NO;
55002;TEBA                                    ;36.9945970;-4.9239240;;;TEBA;MÁLAGA;ESPAÑA;NO;NO;
55003;ALMARGEN-CAÑETE LA REAL                 ;37.0009850;-5.0201110;Calle Cortina Estacion, 1B;29330;ALMARGEN;MÁLAGA;ESPAÑA;NO;NO;
55004;ATALAYA                                 ;36.9817160;-5.0735040;;;CAÑETE LA REAL;MÁLAGA;ESPAÑA;NO;NO;
55005;SETENIL                                 ;36.8634230;-5.1213750;Carretera Ca-414 - Estacion de Ferrocarril, S/N;11692;SETENIL DE LAS BODEGAS;MÁLAGA;ESPAÑA;NO;NO;
55006;PARCHITE (APD)                          ;;;;;ARRIATE;MÁLAGA;ESPAÑA;NO;NO;
55007;RONDA                                   ;36.7484010;-5.1619700;Avenida de Andalucia, 31;29400;RONDA;MÁLAGA;ESPAÑA;NO;NO;
55008;ARRIATE                                 ;36.7905949;-5.1407570;Carretera Ma-7400 - Estacion Ferrocarril, S/N;29350;ARRIATE;MÁLAGA;ESPAÑA;NO;NO;
55009;LA INDIANA (APT)                        ;36.7591680;-5.1982370;;;RONDA;MÁLAGA;ESPAÑA;NO;NO;
55010;BENAOJÁN-MONTEJAQUE                     ;36.7137530;-5.2463660;Carretera Estacion Benaojan, S/N;29370;BENAOJÁN;MÁLAGA;ESPAÑA;NO;NO;
55011;JIMERA DE LÍBAR                         ;36.6606780;-5.2814730;Avenida la Barca - Calle Fuente Grande, S/N;29392;JIMERA DE LÍBAR;MÁLAGA;ESPAÑA;NO;NO;
55012;CORTES DE LA FRONTERA                   ;36.5973640;-5.3327840;Avenida Llano de la Estacion, S/N;29391;CORTES DE LA FRONTERA;MÁLAGA;ESPAÑA;NO;NO;
55013;GAUCÍN                                  ;36.5403720;-5.3868250;Carretera Ma-512 - Estacion Ferrocarril, S/N;29490;CORTES DE LA FRONTERA;MÁLAGA;ESPAÑA;NO;NO;
55014;SAN PABLO                               ;36.4679520;-5.4189210;Carretera A-405 - Estacion Ferracarril, S/N;11320;JIMENA DE LA FRONTERA;CÁDIZ;ESPAÑA;NO;NO;
55015;JIMENA DE LA FRONTERA                   ;36.4242000;-5.4341130;Calle Juan de Dios, 15;11339;JIMENA DE LA FRONTERA;CÁDIZ;ESPAÑA;NO;NO;
55016;CASTELLAR DE LA FRONTERA (APD)          ;36.2841160;-5.4239050;;;CASTELLAR DE LA FRONTERA;CÁDIZ;ESPAÑA;NO;NO;
55017;ALMORAIMA                               ;36.2775100;-5.4305290;Carretera A-405 - Estacion Ferrocarril, S/N;11350;CASTELLAR DE LA FRONTERA;CÁDIZ;ESPAÑA;NO;NO;
55018;SAN ROQUE-LA LÍNEA                      ;36.2144820;-5.4323990;Avenida Guadarranque, 34;11368;SAN ROQUE;CÁDIZ;ESPAÑA;NO;NO;
55019;LOS BARRIOS                             ;36.1739980;-5.4608010;Carretera Jerez - Algeciras - Estacion Ferrocarril, 1;11370;BARRIOS (LOS);CÁDIZ;ESPAÑA;NO;NO;
55020;ALGECIRAS                               ;36.1268310;-5.4511080;Avenida Gesto por la Paz, S/N;11207;ALGECIRAS;CÁDIZ;ESPAÑA;NO;NO;
55555;CAUDETE                                 ;38.7160461;-0.9589219;;;CAUDETE;VALENCIA/VALÈNCIA;ESPAÑA;NO;NO;
56001;TORREBLASCOPEDRO (APD)                  ;37.9963190;-3.6195810;;;TORREBLASCOPEDRO;JAÉN;ESPAÑA;NO;NO;
56002;BEGIJAR                                 ;37.9647930;-3.5945630;;;BEGÍJAR;JAÉN;ESPAÑA;NO;NO;
56003;GARCIEZ-JIMENA (APD-CGD)                ;37.9277450;-3.4721650;;;BAEZA;JAÉN;ESPAÑA;NO;NO;
56004;JÓDAR-ÚBEDA                             ;37.9133430;-3.3489200;Carretera A-401 - Estacion de Ferrocarril, S/N;23400;JÓDAR;JAÉN;ESPAÑA;NO;NO;
56005;LOS PROPIOS-CAZORLA                     ;37.8920430;-3.2824510;;;ÚBEDA;JAÉN;ESPAÑA;NO;NO;
56006;QUESADA (APD)                           ;;;;;QUESADA;JAÉN;ESPAÑA;NO;NO;
56007;LARVA                                   ;37.7771470;-3.2317190;;;CABRA DEL SANTO CRISTO;JAÉN;ESPAÑA;NO;NO;
56008;HUESA                                   ;37.7171480;-3.1871030;;;CABRA DEL SANTO CRISTO;JAÉN;ESPAÑA;NO;NO;
56009;CABRA DEL SANTO CRISTO Y ALICÚN         ;37.6567129;-3.2626230;Carretera Jv-3212 - Estacion Ferrocarril, S/N;23590;CABRA DEL SANTO CRISTO;JAÉN;ESPAÑA;NO;NO;
56010;HUELMA (APD-CGD)                        ;37.6171300;-3.2968090;;;HUELMA;JAÉN;ESPAÑA;NO;NO;
56011;ALAMEDILLA-GUADAHORTUNA                 ;37.5802420;-3.3029470;;;ALAMEDILLA;GRANADA;ESPAÑA;NO;NO;
56012;PEDRO MARTINEZ                          ;37.5065699;-3.3207400;;;PEDRO MARTÍNEZ;GRANADA;ESPAÑA;NO;NO;
56100;MOREDA                                  ;37.4312160;-3.3105160;Carretera Gr-4101 - Estacion de Ferrocarril, 26;18540;MORELÁBOR;GRANADA;ESPAÑA;NO;NO;
56101;HUELAGO, DARRO Y DIEZMA                 ;37.4033730;-3.2520830;;;HUÉLAGO;GRANADA;ESPAÑA;NO;NO;
56102;FONELAS (APT)                           ;37.4042570;-3.2019120;;;FONELAS;GRANADA;ESPAÑA;NO;NO;
56103;BENALÚA DE GUADIX                       ;37.3452770;-3.1631770;Avenida Llano de la Estacion, S/N;18510;BENALÚA;GRANADA;ESPAÑA;NO;NO;
56200;GUADIX                                  ;37.3168730;-3.1272090;Avenida Estacion Ferrocarril, S/N;18500;GUADIX;GRANADA;ESPAÑA;NO;NO;
56201;LACALAHORRA-FERREIRA                    ;37.2511320;-3.0282750;;;CALAHORRA (LA);GRANADA;ESPAÑA;NO;NO;
56300;HUENEJA-DOLAR                           ;37.2232200;-2.9560880;;;HUÉNEJA;GRANADA;ESPAÑA;NO;NO;
56301;FIÑANA                                  ;37.1846470;-2.8397570;Carretera Al-6401 - Diseminado Cortijo Faz,S/N;04500;FIÑANA;ALMERÍA;ESPAÑA;NO;NO;
56302;ABLA Y ABRUCENA                         ;37.1698510;-2.7704200;;;ABLA;ALMERÍA;ESPAÑA;NO;NO;
56303;DONA MARIA-OCANA                        ;37.1255500;-2.6123590;;;MARÍA;ALMERÍA;ESPAÑA;NO;NO;
56304;NACIMIENTO                              ;;;;;NACIMIENTO;ALMERÍA;ESPAÑA;NO;NO;
56305;GÉRGAL                                  ;37.1088470;-2.5915560;Carretera Al-3410 - Estacion Ferrocarril, S/N;04458;GÉRGAL;ALMERÍA;ESPAÑA;NO;NO;
56306;FUENTE SANTA                            ;37.0436680;-2.5245420;;;GÉRGAL;ALMERÍA;ESPAÑA;NO;NO;
56307;SANTA FE-ALHAMA                         ;36.9742540;-2.5397290;;;SANTA FE DE MONDÚJAR;ALMERÍA;ESPAÑA;NO;NO;
56308;GÁDOR                                   ;36.9516240;-2.4876580;Carretera Al-3411 - Calle Retiro, S/N;04560;GÁDOR;ALMERÍA;ESPAÑA;NO;NO;
56309;BENAHADUX-PECHINA (APT-CGD)             ;36.9248710;-2.4552490;;;BENAHADUX;ALMERÍA;ESPAÑA;NO;NO;
56310;HUÉRCAL-VIATOR                          ;36.8851550;-2.4367180;Calle Real;04230;HUÉRCAL DE ALMERÍA;ALMERÍA;ESPAÑA;NO;NO;
56312;ALMERÍA                                 ;36.8349510;-2.4555190;Plaza Estacion Ferrocarril, S/N;04006;ALMERÍA;ALMERÍA;ESPAÑA;NO;NO;
57002;PINAR (APT-CGD)                         ;37.3990700;-3.4238400;;;PÍÑAR;GRANADA;ESPAÑA;NO;NO;
57003;IZNALLOZ                                ;37.3958520;-3.5279470;Calle Explanada Estacion Ferrocarril, S/N;18550;IZNALLOZ;GRANADA;ESPAÑA;NO;NO;
57004;DEIFONTES (APT)                         ;37.3353710;-3.5870410;;;DEIFONTES;GRANADA;ESPAÑA;NO;NO;
57005;CALICASAS (APD)                         ;;;;;CALICASAS;GRANADA;ESPAÑA;NO;NO;
57006;ALBOLOTE                                ;37.2379250;-3.6515080;;;ALBOLOTE;GRANADA;ESPAÑA;NO;NO;
5820B;FUENGIROLA                              ;;;;;FUENGIROLA;;ESPAÑA;NO;NO;
58201;FUENGIROLA                              ;;;;;FUENGIROLA;MÁLAGA;ESPAÑA;NO;NO;
5822B;MARBELLA                                ;;;;;MARBELLA;;ESPAÑA;NO;NO;
58221;MARBELLA                                ;;;;;MARBELLA;MÁLAGA;ESPAÑA;NO;NO;
5824B;SAN PEDRO DE ALCANTARA                  ;;;;;MARBELLA;;ESPAÑA;NO;NO;
58241;SAN PEDRO DE ALCANTARA                  ;;;;;MARBELLA;MÁLAGA;ESPAÑA;NO;NO;
5826B;ESTEPONA                                ;;;;;ESTEPONA;;ESPAÑA;NO;NO;
58261;ESTEPONA                                ;;;;;ESTEPONA;MÁLAGA;ESPAÑA;NO;NO;
5901B;SANTA POLA                              ;;;;;SANTA POLA;;ESPAÑA;NO;NO;
59011;SANTA POLA                              ;;;;;SANTA POLA;ALICANTE/ALACANT;ESPAÑA;NO;NO;
5902B;LA MARINA                               ;;;;;ALICANTE/ALACANT;;ESPAÑA;NO;NO;
59021;LA MARINA                               ;;;;;ALICANTE/ALACANT;ALICANTE/ALACANT;ESPAÑA;NO;NO;
5903B;GUARDAMAR DEL SEGURA                    ;;;;;GUARDAMAR DEL SEGURA;;ESPAÑA;NO;NO;
59031;GUARDAMAR DEL SEGURA                    ;;;;;GUARDAMAR DEL SEGURA;ALICANTE/ALACANT;ESPAÑA;NO;NO;
5904B;LA MATA                                 ;;;;;TORREVIEJA;;ESPAÑA;NO;NO;
59041;LA MATA                                 ;;;;;TORREVIEJA;ALICANTE/ALACANT;ESPAÑA;NO;NO;
5905B;TORREVIEJA                              ;;;;;TORREVIEJA;;ESPAÑA;NO;NO;
59051;TORREVIEJA                              ;;;;;TORREVIEJA;ALICANTE/ALACANT;ESPAÑA;NO;NO;
5906B;CAMPOAMOR                               ;;;;;ALICANTE/ALACANT;;ESPAÑA;NO;NO;
59061;CAMPOAMOR (BUS)                         ;;;;;ALICANTE/ALACANT;ALICANTE/ALACANT;ESPAÑA;NO;NO;
60000;MADRID PTA. ATOCHA - ALMUDENA GRANDES   ;40.4064420;-3.6908860;Glorieta Emperador Carlos V, S/N;28045;MADRID;MADRID;ESPAÑA;SI;NO;MADRI
60001;MADRID-SANTA CATALINA                   ;40.3724410;-3.6795370;;;MADRID;MADRID;ESPAÑA;SI;NO;
60002;MADRID-CERRO PL                         ;;;;;MADRID;MADRID;ESPAÑA;SI;NO;
60005;MADRID-ATOCHA                           ;;;;;MADRID;MADRID;ESPAÑA;SI;NO;
60100;MADRID-VILLAVERDE BAJO                  ;40.3536351;-3.6839896;Calle Estacion Ferrocarril, S/N;28021;MADRID;MADRID;ESPAÑA;SI;NO;
60101;SAN CRISTÓBAL INDUSTRIAL                ;40.3319352;-3.6986743;Calle Transversal Sexta, S/N (Poligono Industrial de Villaverde);28021;MADRID;MADRID;ESPAÑA;SI;NO;
60102;GETAFE INDUSTRIAL (ALICANTE)            ;40.3054448;-3.7078159;Avenida de los Angeles, S/N;28903;GETAFE;MADRID;ESPAÑA;SI;NO;
60103;PINTO                                   ;40.2427782;-3.7036626;Calle Cristo, S/N;28320;PINTO;MADRID;ESPAÑA;SI;NO;
60104;VALDEMORO                               ;40.1960018;-3.6649777;Plaza Estacion Ferrocarril, S/N;28340;VALDEMORO;MADRID;ESPAÑA;SI;NO;
60105;CIEMPOZUELOS                            ;40.1590740;-3.6101107;Avenida de San Juan de Dios, S/N;28350;CIEMPOZUELOS;MADRID;ESPAÑA;SI;NO;
60106;SESEÑA                                  ;40.0959940;-3.6287550;;;SESEÑA;MADRID;ESPAÑA;SI;NO;
60107;SAN CRISTOBAL DE LOS ANGELES            ;40.3408068;-3.6839943;Carretera de Andalucia, Km 10.700;28021;MADRID;MADRID;ESPAÑA;SI;NO;
60109;EL CASAR                                ;40.3186333;-3.7100083;Avenida del Casar, S/N;28903;GETAFE;MADRID;ESPAÑA;SI;NO;
60115;PARQ. OCIO                              ;40.2336700;-3.5962360;;;SAN MARTÍN DE LA VEGA;MADRID;ESPAÑA;SI;NO;
60116;S.MAR.VEGA                              ;40.2190560;-3.5672480;;;SAN MARTÍN DE LA VEGA;MADRID;ESPAÑA;SI;NO;
60200;ARANJUEZ                                ;40.0348585;-3.6182315;Paseo Estacion Ferrocarril, S/N;28300;ARANJUEZ;MADRID;ESPAÑA;SI;NO;
60201;LAS INFANTAS (APD-CGD)                  ;39.9957090;-3.6824010;;;ARANJUEZ;MADRID;ESPAÑA;NO;NO;
60202;CASTILLEJO-AÑOVER                       ;39.9496340;-3.7387740;Carretera M-416 - Añover-Yepes - Estacion Ferrocarril, S/N;28300;ARANJUEZ;MADRID;ESPAÑA;NO;NO;
60203;VILLASEQUILLA                           ;39.8795350;-3.7284530;Paseo Estacion Ferrocarril, S/N;45740;VILLASEQUILLA;TOLEDO;ESPAÑA;NO;NO;
60204;HUERTA DE VALDECARABANOS                ;39.8182720;-3.6464320;;;HUERTA DE VALDECARÁBANOS;TOLEDO;ESPAÑA;NO;NO;
60205;EL CASAR DE LA GUARDIA (APD)            ;39.7684110;-3.5754580;;;GUARDIA (LA);TOLEDO;ESPAÑA;NO;NO;
60206;TEMBLEQUE                               ;39.7229580;-3.4973540;Calle Camino de la Celadilla, S/N;45770;TEMBLEQUE;TOLEDO;ESPAÑA;NO;NO;
60207;EL ROMERAL                              ;39.6945160;-3.4305020;Plaza Esquina del Cristino, S/N;45770;ROMERAL (EL);TOLEDO;ESPAÑA;NO;NO;
60300;VILLACAÑAS                              ;39.6226980;-3.3305100;Paseo Estacion Ferrocarril, S/N;45860;VILLACAÑAS;TOLEDO;ESPAÑA;NO;NO;
60301;QUERO                                   ;39.5041730;-3.2660720;Carretera Estacion Ferrocarril, S/N;45790;QUERO;TOLEDO;ESPAÑA;NO;NO;
60400;ALCÁZAR DE SAN JUAN                     ;39.3956280;-3.2057440;Calle Alvarez Guerra, S/N;13600;ALCÁZAR DE SAN JUAN;CIUDAD REAL;ESPAÑA;NO;NO;
60402;CAMPO DE CRIPTANA                       ;39.3943430;-3.1177460;Avenida Agustin de la Fuente, 49;13610;CAMPO DE CRIPTANA;CIUDAD REAL;ESPAÑA;NO;NO;
60403;ARENALES (APD)                          ;39.3529710;-3.0209420;;;CAMPO DE CRIPTANA;CIUDAD REAL;ESPAÑA;NO;NO;
60404;RIO ZANCARA                             ;39.3334260;-2.9494720;;;TOMELLOSO;CIUDAD REAL;ESPAÑA;NO;NO;
60405;CORCOLES (APD)                          ;;;;;SOCUÉLLAMOS;CIUDAD REAL;ESPAÑA;NO;NO;
60406;SOCUÉLLAMOS                             ;39.2787760;-2.7755710;Calle Estacion Ferrocarril, S/N;13630;SOCUÉLLAMOS;CIUDAD REAL;ESPAÑA;NO;NO;
60407;GANGUERAS (APD)                         ;;;;;VILLARROBLEDO;ALBACETE;ESPAÑA;NO;NO;
60500;VILLARROBLEDO                           ;39.2608680;-2.5986210;Calle Juan Ferreira, S/N;02600;VILLARROBLEDO;ALBACETE;ESPAÑA;NO;NO;
60503;MINAYA                                  ;39.2407380;-2.3484030;Calle Estacion Ferrocarril, S/N;02620;MINAYA;ALBACETE;ESPAÑA;NO;NO;
60505;LA RODA DE ALBACETE                     ;39.1995940;-2.1625470;Plaza Estacion Ferracarril, S/N;02630;RODA (LA);ALBACETE;ESPAÑA;NO;NO;
60507;LA GINETA                               ;39.1116650;-2.0001550;Calle Santa Ana, S/N;02110;GINETA (LA);ALBACETE;ESPAÑA;NO;NO;
60600;ALBACETE-LOS LLANOS                     ;38.9993840;-1.8484500;Calle Federico Garcia Lorca, 1;02001;ALBACETE;ALBACETE;ESPAÑA;NO;NO;
60601;LA LOSILLA (APT)                        ;38.9365160;-1.7627510;;;CHINCHILLA DE MONTE-ARAGÓN;ALBACETE;ESPAÑA;NO;NO;
60700;CHINCHILLA                              ;38.9028670;-1.6962350;;;CHINCHILLA DE MONTE-ARAGÓN;ALBACETE;ESPAÑA;NO;NO;
60702;VILLAR DE CHINCHILLA                    ;38.9061660;-1.4885350;;;CHINCHILLA DE MONTE-ARAGÓN;ALBACETE;ESPAÑA;NO;NO;
60704;BONETE (APD)                            ;38.9003840;-1.3560170;;;BONETE;ALBACETE;ESPAÑA;NO;NO;
60705;ALPERA (APT-CGD)                        ;38.9389660;-1.2524350;;;ALPERA;ALBACETE;ESPAÑA;NO;NO;
60800;ALMANSA                                 ;38.8678220;-1.1054460;Plaza Primero de Mayo, 1;02640;ALMANSA;ALBACETE;ESPAÑA;NO;NO;
60900;LA ENCINA                               ;38.7653440;-0.9542440;Avenida Constitucion, 1;03408;VILLENA;ALICANTE/ALACANT;ESPAÑA;NO;NO;
60901;CAUDETE                                 ;38.7161630;-0.9597270;Carretera Cv-656 - Estacion Ferrocarril, S/N;02660;CAUDETE;ALICANTE/ALACANT;ESPAÑA;NO;NO;
60902;VILLENA                                 ;38.6317380;-0.8676890;Ronda de la Estacion, S/N;03400;VILLENA;ALICANTE/ALACANT;ESPAÑA;NO;NO;
60903;COLONIA DE STA. EULALIA (APD)           ;38.5908580;-0.8563020;;;VILLENA;ALICANTE/ALACANT;ESPAÑA;NO;NO;
60904;SAX                                     ;38.5442510;-0.8137290;Luis Barcelo Santoja, 25;03630;SAX;ALICANTE/ALACANT;ESPAÑA;NO;NO;
60905;ELDA-PETRER                             ;38.4848790;-0.8010900;Calle Galicia, S/N;03600;ELDA;ALICANTE/ALACANT;ESPAÑA;NO;NO;
60906;MONOVAR-PINOSO                          ;38.4404730;-0.8169380;;;MONÓVAR/MONÒVER;ALICANTE/ALACANT;ESPAÑA;NO;NO;
60907;NOVELDA-ASPE                            ;38.4070860;-0.7777440;Calle Rafael Altamira, S/N;03660;NOVELDA;ALICANTE/ALACANT;ESPAÑA;NO;NO;
60908;MONFORTE DEL CID (APT)                  ;38.4062050;-0.6963350;;;MONFORTE DEL CID;ALICANTE/ALACANT;ESPAÑA;NO;NO;
60909;AGOST (APT)                             ;38.4062040;-0.6168850;;;AGOST;ALICANTE/ALACANT;ESPAÑA;NO;NO;
60910;SAN VICENTE DEL RASPEIG                 ;38.3975600;-0.5338830;;;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;ALICANTE/ALACANT;ESPAÑA;NO;NO;
60911;ALICANTE/ALACANT                        ;38.34445  ;-0.4950527;Avenida Salamanca, 1;03005;ALICANTE/ALACANT;ALICANTE/ALACANT;ESPAÑA;SI;NO;
60913;SANT VICENT CENTRE                      ;38.3972495;-0.5326435;Vial del Terraplen, S/N;03690;SAN VICENTE DEL RASPEIG/SANT VICENT DEL RASPEIG;;ESPAÑA;SI;NO;
